name,cust,date,sales
Mckay  John,18087,1997-12-28,70.97
Mckay  John,18087,1998-03-21,120.43
Mckay  John,18087,1998-05-04,169.87
Mckay  John,18096,1997-03-05,14.49
Mckay  John,18116,1997-03-05,17.74
Mckay  John,18135,1997-03-05,14.37
Mckay  John,18138,1997-03-05,19.96
Mckay  John,18138,1997-08-24,16.36
Mckay  John,18138,1998-05-03,42.86
Mckay  John,18138,1998-06-02,30.36
Mckay  John,18150,1997-03-05,38.9
Mckay  John,18165,1997-03-05,63.85
Mckay  John,18165,1997-06-11,56.06
Mckay  John,18166,1997-03-05,11.77
Mckay  John,18183,1997-03-05,12.77
Mckay  John,18187,1997-03-05,8.97
Mckay  John,18187,1997-03-18,9.77
Mckay  John,18187,1997-05-30,7.98
Mckay  John,18187,1997-06-02,7.78
Mckay  John,18187,1998-05-14,2.49
Mckay  John,18187,1998-05-14,5.49
Mckay  John,18187,1998-05-14,11.99
Mckay  John,18187,1998-05-26,27.99
Mckay  John,18187,1998-06-10,9.49
Mckay  John,18187,1998-06-10,10.49
Mckay  John,18198,1997-03-05,41.7
Mckay  John,18213,1997-03-05,11.77
Mckay  John,18215,1997-03-05,30.91
Mckay  John,18215,1997-03-25,26.73
Mckay  John,18215,1997-10-11,36.47
Mckay  John,18215,1997-10-30,49.45
Mckay  John,18215,1997-12-19,40.96
Mckay  John,18215,1998-02-03,69.45
Mckay  John,18215,1998-02-12,43.97
Mckay  John,18215,1998-03-06,24.77
Mckay  John,18215,1998-04-07,46.87
Mckay  John,18226,1997-03-05,24.98
Mckay  John,18226,1997-04-23,12.97
Mckay  John,18226,1997-05-21,55.79
Mckay  John,18226,1997-05-30,10.77
Mckay  John,18226,1997-07-25,21.58
Mckay  John,18226,1997-08-14,54.71
Mckay  John,18226,1997-09-06,11.77
Mckay  John,18232,1997-03-05,16.73
Mckay  John,18235,1997-03-05,14.99
Mckay  John,18235,1997-07-06,29.98
Mckay  John,18235,1998-03-05,43.86
Mckay  John,18249,1997-03-05,43.11
Mckay  John,18261,1997-03-05,11.77
Mckay  John,18261,1997-04-11,11.77
Mckay  John,18261,1997-08-26,71.67
Mckay  John,18261,1997-11-12,50.98
Mckay  John,18261,1998-01-09,80.44
Mckay  John,18261,1998-02-26,37.45
Mckay  John,18261,1998-03-08,11.88
Mckay  John,18261,1998-03-22,9.49
Mckay  John,18268,1997-03-05,32.48
Mckay  John,18268,1997-03-20,21.99
Mckay  John,18268,1997-04-07,27.99
Mckay  John,18268,1997-04-14,28.99
Mckay  John,18272,1997-03-05,18.76
Mckay  John,18289,1997-03-05,25.74
Ulland  Mikayla,12191,1997-03-06,144.68
Ulland  Mikayla,12191,1997-03-07,26.14
Ulland  Mikayla,12191,1997-03-30,84.04
Ulland  Mikayla,12191,1997-05-13,82.45
Ulland  Mikayla,12191,1997-10-08,80.44
Ulland  Mikayla,12191,1997-11-23,64.45
Ulland  Mikayla,12191,1998-01-06,66.45
Mckay  John,18310,1997-03-06,10.77
Mckay  John,18326,1997-03-06,79.51
Mckay  John,18326,1997-07-25,105.26
Mckay  John,18326,1998-03-29,95.93
Mckay  John,18329,1997-03-06,29.98
Mckay  John,18341,1997-03-06,18.76
Mckay  John,18356,1997-03-06,18.36
Mckay  John,18372,1997-03-06,55.89
Mckay  John,18388,1997-03-06,57.27
Mckay  John,18402,1997-03-06,10.77
Mckay  John,18418,1997-03-06,40.74
Mckay  John,18424,1997-03-06,21.54
Mckay  John,18424,1997-03-25,40.49
Mckay  John,18424,1997-04-23,38.11
Mckay  John,18424,1997-06-23,24.14
Mckay  John,18424,1997-08-13,48.86
Mckay  John,18424,1997-09-29,60.97
Mckay  John,18424,1997-10-10,20.48
Mckay  John,18424,1997-11-21,29.98
Mckay  John,18424,1997-12-10,26.48
Mckay  John,18424,1997-12-21,13.99
Mckay  John,18424,1998-02-10,27
Mckay  John,18424,1998-02-26,86.02
Mckay  John,18424,1998-03-24,11.18
Mckay  John,18424,1998-04-02,51.08
Mckay  John,18424,1998-04-08,16.49
Mckay  John,18424,1998-04-08,40.56
Mckay  John,18434,1997-03-06,11.77
Mckay  John,18452,1997-03-06,84.79
Mckay  John,18469,1997-03-06,15.36
Mckay  John,18475,1997-03-06,45.9
Mckay  John,18475,1997-08-01,87.4
Mckay  John,18475,1998-01-08,15.99
Mckay  John,18475,1998-05-29,55.46
Mckay  John,18484,1997-03-06,4.79
Mckay  John,18502,1997-03-06,14.37
Mckay  John,18516,1997-03-06,28.74
Mckay  John,18516,1998-01-03,22.98
Mckay  John,18535,1997-03-06,52.71
Mckay  John,18552,1997-03-06,16.36
Mckay  John,18552,1997-10-27,12.98
Mckay  John,18552,1997-11-18,15.49
Mckay  John,18564,1997-03-06,26.14
Mckay  John,18564,1997-11-19,70.93
Mckay  John,18576,1997-03-06,26.73
Mckay  John,18580,1997-03-06,75.44
Mckay  John,18580,1997-04-09,50.78
Mckay  John,18580,1997-04-10,40.46
Mckay  John,18580,1997-04-22,42.7
Mckay  John,18580,1997-04-28,35.33
Mckay  John,18580,1997-04-28,11.77
Mckay  John,18580,1997-05-11,52.67
Mckay  John,18580,1997-06-19,70.85
Mckay  John,18580,1997-07-16,107.87
Mckay  John,18580,1997-07-16,16.65
Mckay  John,18580,1997-08-01,80.2
Mckay  John,18580,1997-08-17,52.34
Mckay  John,18580,1997-10-02,50.47
Mckay  John,18580,1997-10-02,43.47
Mckay  John,18580,1997-11-12,44.97
Mckay  John,18580,1997-11-23,200.4
Mckay  John,18580,1998-01-14,82.94
Mckay  John,18580,1998-01-22,82.94
Mckay  John,18580,1998-04-20,60.97
Mckay  John,18586,1997-03-06,37.12
Mckay  John,18586,1997-04-07,56.68
Mckay  John,18586,1997-05-19,23.49
Mckay  John,18586,1997-09-13,17.98
Mckay  John,18586,1997-09-19,9.49
Mckay  John,18586,1997-10-30,48.46
Mckay  John,18589,1997-03-06,41.11
Mckay  John,18589,1997-05-17,63.43
Mckay  John,18589,1997-09-15,32.47
Mckay  John,18596,1997-03-06,21.74
Mckay  John,18611,1997-03-06,57.48
Mckay  John,18611,1998-04-18,39.47
Mckay  John,18617,1997-03-06,11.77
Mckay  John,18617,1997-04-10,48.31
Mckay  John,18617,1997-12-17,42.47
Mckay  John,18617,1998-04-04,15.49
Mckay  John,18617,1998-04-15,11.99
Mckay  John,18629,1997-03-06,96.72
Mckay  John,18629,1997-03-13,18.99
Mckay  John,18629,1997-03-28,52.98
Mckay  John,18629,1997-04-04,37.98
Mckay  John,18629,1997-05-01,72.98
Mckay  John,18629,1997-10-26,4.99
Johnston  Preston,13280,1997-03-07,11.77
Johnston  Preston,13280,1997-07-31,27.94
Mckay  John,18066,1997-03-07,13.97
Mckay  John,18360,1997-03-07,15.76
Mckay  John,18360,1997-03-14,63.04
Mckay  John,18634,1997-03-07,93.76
Mckay  John,18640,1997-03-07,13.97
Mckay  John,18640,1997-07-31,11.77
Mckay  John,18672,1997-03-07,40.53
Mckay  John,18687,1997-03-07,22.99
Mckay  John,18696,1997-03-07,14.3
Mckay  John,18696,1997-07-23,28.77
Mckay  John,18696,1998-02-10,29.47
Mckay  John,18696,1998-02-22,47.96
Mckay  John,18696,1998-03-17,12.49
Mckay  John,18705,1997-03-07,16.99
Mckay  John,18711,1997-03-07,24.74
Mckay  John,18711,1997-03-12,6.77
Mckay  John,18723,1997-03-07,11.77
Mckay  John,18733,1997-03-07,29.13
Mckay  John,18752,1997-03-07,76.2
Mckay  John,18752,1997-10-15,40.97
Mckay  John,18756,1997-03-07,5.78
Mckay  John,18756,1997-03-19,32.99
Mckay  John,18770,1997-03-07,13.97
Mckay  John,18771,1997-03-07,21.54
Mckay  John,18771,1997-06-15,36.7
Mckay  John,18778,1997-03-07,30.15
Mckay  John,18778,1997-03-20,14.79
Mckay  John,18778,1997-06-03,58.26
Mckay  John,18778,1997-06-17,44.88
Mckay  John,18778,1997-08-21,41.69
Mckay  John,18778,1997-09-29,40.97
Mckay  John,18778,1997-12-08,31.48
Mckay  John,18778,1998-03-05,25.98
Mckay  John,18778,1998-06-17,42.97
Mckay  John,18785,1997-03-07,14.37
Mckay  John,18802,1997-03-07,15.36
Mckay  John,18802,1997-08-29,14.96
Mckay  John,18802,1998-02-09,11.18
Mckay  John,18806,1997-03-07,27.13
Mckay  John,18827,1997-03-07,15.96
Mckay  John,18856,1997-03-07,5.78
Mckay  John,18857,1997-03-07,17.9
Mckay  John,18857,1997-09-12,12.99
Mckay  John,18857,1997-11-12,61.45
Mckay  John,18857,1997-12-19,12.99
Mckay  John,18875,1997-03-07,19.99
Mckay  John,18891,1997-03-07,13.96
Mckay  John,18891,1997-05-14,14.99
Mckay  John,18898,1997-03-07,62.11
Mckay  John,18913,1997-03-07,13.7
Mckay  John,18913,1997-03-21,18.99
Mckay  John,18914,1997-03-07,10.77
Mckay  John,18919,1997-03-07,14.96
Mckay  John,18919,1997-03-18,43.89
Johnson  Adrienne,11179,1997-03-08,12.49
Johnson  Adrienne,11179,1997-09-08,12.25
Johnson  Adrienne,11179,1997-12-13,12.49
Nguyen  Isaiah,15045,1997-03-08,24.73
Nguyen  Isaiah,15045,1998-02-20,11.88
Roberts  Austin,17625,1997-03-08,19.99
Roberts  Austin,17625,1998-03-25,13.99
Roberts  Austin,17625,1998-04-02,15.49
Mckay  John,18652,1997-03-08,15.36
Mckay  John,18764,1997-03-08,41.69
Mckay  John,18764,1997-03-10,30.97
Mckay  John,18764,1997-05-28,49.25
Mckay  John,18764,1997-05-31,12.77
Mckay  John,18764,1997-06-28,31.32
Mckay  John,18764,1997-08-16,57.69
Mckay  John,18764,1997-09-05,14.37
Mckay  John,18764,1997-09-24,57.47
Mckay  John,18764,1997-10-26,23.46
Mckay  John,18764,1997-12-06,42.98
Mckay  John,18764,1997-12-06,60.47
Mckay  John,18764,1998-01-01,47.46
Mckay  John,18764,1998-02-12,58.47
Mckay  John,18764,1998-02-23,51.06
Mckay  John,18764,1998-03-24,24.07
Mckay  John,18764,1998-05-13,48.96
Mckay  John,18764,1998-05-22,22.98
Mckay  John,18841,1997-03-08,38.06
Mckay  John,18933,1997-03-08,45.49
Mckay  John,18933,1997-03-08,45.49
Mckay  John,18935,1997-03-08,19.99
Mckay  John,18935,1997-09-24,2.99
Mckay  John,18948,1997-03-08,35.31
Mckay  John,18950,1997-03-08,21.99
Mckay  John,18950,1997-08-23,11.77
Mckay  John,18964,1997-03-08,14.37
Mckay  John,18977,1997-03-08,20.35
Mckay  John,19002,1997-03-08,89.49
Mckay  John,19023,1997-03-08,45.88
Mckay  John,19023,1997-12-12,26.98
Fieldgrove  Sirena,19042,1997-03-08,10.77
Fieldgrove  Sirena,19067,1997-03-08,14.99
Fieldgrove  Sirena,19067,1998-02-27,12.99
Fieldgrove  Sirena,19068,1997-03-08,25.99
Fieldgrove  Sirena,19068,1997-03-25,44.69
Fieldgrove  Sirena,19079,1997-03-08,5.98
Fieldgrove  Sirena,19079,1997-05-14,9.7
Fieldgrove  Sirena,19084,1997-03-08,29.92
Fieldgrove  Sirena,19084,1997-12-21,14.49
Fieldgrove  Sirena,19097,1997-03-08,25.77
Fieldgrove  Sirena,19097,1997-12-13,74.94
Lofton  Paul,19105,1997-03-08,68.89
Lofton  Paul,19105,1997-08-24,14.37
Lofton  Paul,19105,1998-04-12,15.49
Lofton  Paul,19110,1997-03-08,14.96
Lofton  Paul,19128,1997-03-08,12.97
Lofton  Paul,19128,1997-03-14,11.77
Lofton  Paul,19128,1997-05-22,11.77
Lofton  Paul,19128,1997-11-11,15.49
Lofton  Paul,19131,1997-03-08,14.99
Lofton  Paul,19153,1997-03-08,23.54
Lofton  Paul,19153,1997-03-08,47.28
Lofton  Paul,19171,1997-03-08,43.69
Lofton  Paul,19175,1997-03-08,14.99
Lofton  Paul,19175,1997-05-27,9.99
Lofton  Paul,19183,1997-03-08,6.79
Lofton  Paul,19183,1998-03-01,11.88
Orendorf  Ruby,14269,1997-03-09,36.11
Orendorf  Ruby,14269,1997-11-08,41.97
Orendorf  Ruby,14269,1998-04-17,58.89
Orendorf  Ruby,14269,1998-05-25,43.97
Nguyen  Coreyl,17068,1997-03-09,42.34
Shell  Kendra,17913,1997-03-09,11.77
Shell  Kendra,17913,1997-07-01,13.97
Shell  Kendra,17913,1998-03-09,15.49
Shell  Kendra,17913,1998-06-10,25.48
Fieldgrove  Sirena,19060,1997-03-09,70.64
Fieldgrove  Sirena,19060,1997-03-23,74.32
Fieldgrove  Sirena,19060,1997-04-11,9.58
Fieldgrove  Sirena,19060,1997-05-10,15.36
Fieldgrove  Sirena,19060,1997-05-14,13.97
Fieldgrove  Sirena,19060,1997-05-18,13.77
Fieldgrove  Sirena,19060,1997-05-25,13.97
Fieldgrove  Sirena,19060,1997-06-05,14.79
Fieldgrove  Sirena,19060,1997-06-07,14.79
Fieldgrove  Sirena,19060,1997-06-09,14.79
Fieldgrove  Sirena,19060,1997-06-19,29.16
Fieldgrove  Sirena,19060,1997-06-29,30.73
Fieldgrove  Sirena,19060,1997-08-09,13.97
Fieldgrove  Sirena,19060,1997-08-16,13.97
Fieldgrove  Sirena,19060,1997-08-19,9.98
Fieldgrove  Sirena,19060,1997-08-23,14.37
Fieldgrove  Sirena,19060,1997-10-05,6.49
Fieldgrove  Sirena,19060,1997-10-16,12.99
Fieldgrove  Sirena,19060,1997-10-16,15.99
Fieldgrove  Sirena,19060,1997-10-16,11.49
Fieldgrove  Sirena,19060,1997-10-18,14.99
Fieldgrove  Sirena,19060,1997-11-02,31.48
Fieldgrove  Sirena,19060,1997-11-09,13.99
Fieldgrove  Sirena,19060,1997-11-21,43.99
Fieldgrove  Sirena,19060,1997-12-13,30.48
Fieldgrove  Sirena,19060,1998-01-10,44.47
Fieldgrove  Sirena,19060,1998-01-19,15.99
Fieldgrove  Sirena,19060,1998-02-16,45.47
Fieldgrove  Sirena,19060,1998-04-12,11.88
Fieldgrove  Sirena,19060,1998-04-15,30.98
Fieldgrove  Sirena,19060,1998-04-26,41.95
Fieldgrove  Sirena,19060,1998-05-02,27.48
Fieldgrove  Sirena,19060,1998-06-01,15.49
Fieldgrove  Sirena,19060,1998-06-05,12.99
Lofton  Paul,19198,1997-03-09,80.73
Lofton  Paul,19198,1997-11-18,42.46
Lofton  Paul,19207,1997-03-09,52.44
Lofton  Paul,19207,1997-07-01,59.65
Lofton  Paul,19207,1997-10-03,181.84
Lofton  Paul,19207,1997-10-09,11.99
Lofton  Paul,19207,1997-10-09,11.49
Lofton  Paul,19207,1997-10-09,15.49
Lofton  Paul,19207,1997-10-15,12.99
Lofton  Paul,19207,1997-11-22,12.49
Lofton  Paul,19207,1997-11-27,14.99
Lofton  Paul,19207,1997-12-10,12.49
Lofton  Paul,19207,1998-01-09,13.99
Lofton  Paul,19207,1998-03-22,25.98
Lofton  Paul,19207,1998-06-12,30.98
Lofton  Paul,19220,1997-03-09,56.96
Lofton  Paul,19237,1997-03-09,45.28
Lofton  Paul,19237,1997-06-09,13.97
Lofton  Paul,19237,1997-07-31,14.96
Lofton  Paul,19240,1997-03-09,17.99
Lofton  Paul,19255,1997-03-09,12.49
Lofton  Paul,19259,1997-03-09,11.77
Lofton  Paul,19259,1997-03-22,45.73
Lofton  Paul,19259,1997-04-17,14.79
Lofton  Paul,19259,1997-08-14,13.77
Lofton  Paul,19259,1997-11-08,23.98
Lofton  Paul,19270,1997-03-09,25.96
Lofton  Paul,19286,1997-03-09,29.96
Lofton  Paul,19286,1998-03-09,26.56
Lofton  Paul,19303,1997-03-09,29.96
Lofton  Paul,19303,1997-11-02,32.48
Lofton  Paul,19315,1997-03-09,14.99
Lofton  Paul,19320,1997-03-09,26.14
Lofton  Paul,19320,1997-06-02,22.54
Lofton  Paul,19320,1997-12-11,104.41
Lofton  Paul,19320,1998-01-26,10.49
Lofton  Paul,19320,1998-01-29,35.46
Lofton  Paul,19320,1998-02-26,128.79
Lofton  Paul,19320,1998-03-17,29.76
Lofton  Paul,19320,1998-03-22,27.48
Lofton  Paul,19320,1998-06-25,26.48
Lofton  Paul,19332,1997-03-09,22.77
Lofton  Paul,19339,1997-03-09,69.63
Lofton  Paul,19339,1997-03-09,97.77
Lofton  Paul,19339,1997-03-09,92.99
Lofton  Paul,19339,1997-03-10,79.62
Lofton  Paul,19339,1997-03-11,225.97
Lofton  Paul,19339,1997-03-11,137.54
Lofton  Paul,19339,1997-03-13,92.56
Lofton  Paul,19339,1997-03-13,81.82
Lofton  Paul,19339,1997-03-15,102.16
Lofton  Paul,19339,1997-03-15,86.4
Lofton  Paul,19339,1997-03-16,25.98
Lofton  Paul,19339,1997-03-16,31.32
Lofton  Paul,19339,1997-03-16,89.96
Lofton  Paul,19339,1997-03-18,78.8
Lofton  Paul,19339,1997-03-18,115.27
Lofton  Paul,19339,1997-03-18,117.9
Lofton  Paul,19339,1997-03-18,46.88
Lofton  Paul,19339,1997-03-18,262.99
Lofton  Paul,19339,1997-03-19,132.25
Lofton  Paul,19339,1997-03-19,110.14
Lofton  Paul,19339,1997-03-19,50.27
Lofton  Paul,19339,1997-03-20,159.31
Lofton  Paul,19339,1997-03-20,180.74
Lofton  Paul,19339,1997-03-20,368.85
Lofton  Paul,19339,1997-03-20,260.88
Lofton  Paul,19339,1997-03-20,74.97
Lofton  Paul,19339,1997-03-20,199.9
Lofton  Paul,19339,1997-03-20,289.94
Lofton  Paul,19339,1997-03-20,19.99
Lofton  Paul,19339,1997-03-21,384.16
Lofton  Paul,19339,1997-03-21,183.32
Lofton  Paul,19339,1997-03-21,73.84
Lofton  Paul,19339,1997-03-22,45.34
Lofton  Paul,19339,1997-03-23,75.39
Lofton  Paul,19339,1997-03-23,73.28
Lofton  Paul,19339,1997-03-23,102.35
Lofton  Paul,19339,1997-03-24,38.35
Lofton  Paul,19339,1997-03-25,114.96
Lofton  Paul,19339,1997-03-25,19.99
Lofton  Paul,19339,1997-03-25,71.7
Lofton  Paul,19339,1997-03-26,219.88
Lofton  Paul,19339,1997-03-27,80.92
Lofton  Paul,19339,1997-03-27,28.73
Lofton  Paul,19339,1997-03-27,156.24
Lofton  Paul,19339,1997-03-28,113.53
Lofton  Paul,19339,1997-03-28,150.72
Lofton  Paul,19339,1997-03-28,27.34
Lofton  Paul,19339,1997-03-28,22.77
Lofton  Paul,19339,1997-03-28,151.96
Lofton  Paul,19339,1997-03-29,130.13
Lofton  Paul,19339,1997-03-30,54.97
Lofton  Paul,19339,1997-03-30,74.79
Lofton  Paul,19339,1997-03-30,100.54
Lofton  Paul,19339,1997-04-01,94.7
Lofton  Paul,19339,1997-04-02,214.77
Lofton  Paul,19339,1997-04-11,65.23
Lofton  Paul,19347,1997-03-09,43.73
Lofton  Paul,19347,1997-05-31,111.76
Lofton  Paul,19347,1997-07-30,38.33
Lofton  Paul,19347,1998-03-17,53.35
Lofton  Paul,19347,1998-05-24,68.47
Lofton  Paul,19360,1997-03-09,22.55
Lofton  Paul,19375,1997-03-09,28.97
Lofton  Paul,19390,1997-03-09,13.97
Lofton  Paul,19392,1997-03-09,33.54
Lofton  Paul,19392,1997-04-18,11.77
Lofton  Paul,19392,1997-05-28,13.97
Lofton  Paul,19392,1997-07-26,27.93
Lofton  Paul,19392,1998-06-15,40.06
Lofton  Paul,19410,1997-03-09,10.99
Lofton  Paul,19422,1997-03-09,17.99
Lofton  Paul,19426,1997-03-09,13.97
Lofton  Paul,19426,1997-04-13,29.92
Lofton  Paul,19426,1997-05-18,12.97
Lofton  Paul,19426,1997-06-30,15.54
Lofton  Paul,19430,1997-03-09,24.74
Lofton  Paul,19430,1997-05-09,46.71
Lofton  Paul,19430,1997-07-31,28.93
Lofton  Paul,19430,1997-11-13,6.49
Lofton  Paul,19443,1997-03-09,25.28
Lofton  Paul,19443,1997-03-24,12.79
Lofton  Paul,19447,1997-03-09,71.02
Lofton  Paul,19458,1997-03-09,21.99
Lofton  Paul,19467,1997-03-09,95.45
Lofton  Paul,19467,1997-03-09,105
Lofton  Paul,19467,1997-03-12,42.49
Yancy  Eloyita,7405,1997-03-10,25.74
Yancy  Eloyita,7405,1997-07-08,123.53
Yancy  Eloyita,7405,1997-10-10,63.45
Yancy  Eloyita,7405,1997-11-09,66.95
Brown  Lura,9793,1997-03-10,22.7
Brown  Lura,9793,1997-04-02,32
Bauer  Cristyna,10296,1997-03-10,10.77
Black  Thomas,16292,1997-03-10,15.36
Mckay  John,18055,1997-03-10,24.98
Mckay  John,18055,1997-09-02,17.3
Fieldgrove  Sirena,19038,1997-03-10,120.32
Fieldgrove  Sirena,19038,1997-03-31,356.56
Fieldgrove  Sirena,19038,1997-07-16,69.45
Fieldgrove  Sirena,19038,1997-11-13,32.97
Lofton  Paul,19101,1997-03-10,39.5
Lofton  Paul,19101,1997-03-16,7.98
Lofton  Paul,19101,1997-04-05,33.4
Lofton  Paul,19101,1998-03-10,7.49
Sobolewski  Quaker,19475,1997-03-10,24.69
Sobolewski  Quaker,19475,1997-04-15,34.93
Sakamoto  Marcel,19478,1997-03-10,9.77
Chase  Jese,19496,1997-03-10,12.77
Gipson  Rhiannon,19505,1997-03-10,36.86
Gipson  Rhiannon,19505,1997-04-13,14.96
Gipson  Rhiannon,19505,1997-04-25,10.77
Gipson  Rhiannon,19505,1997-05-14,13.97
Gipson  Rhiannon,19505,1997-09-26,12.99
Gipson  Rhiannon,19505,1998-02-12,14.49
Gipson  Rhiannon,19505,1998-05-20,19.56
Gipson  Rhiannon,19505,1998-06-06,21.37
Gipson  Rhiannon,19505,1998-06-14,26.3
Doering  Tyler,19515,1997-03-10,38.5
Douglas  Kylina,19530,1997-03-10,7.98
Romero  Karen,19542,1997-03-10,34.98
Romero  Karen,19542,1998-01-04,83.45
Archuleta  Annmarie,19559,1997-03-10,11.97
Archuleta  Annmarie,19559,1997-03-24,9.77
Archuleta  Annmarie,19559,1997-09-21,14.49
Archuleta  Annmarie,19559,1997-10-23,12.99
Archuleta  Annmarie,19559,1997-11-16,14.49
Marynowski  Jared,19562,1997-03-10,19.77
Tafoya  Trent,19579,1997-03-10,15.99
Bock  Adaylia,19584,1997-03-10,71.49
Bock  Adaylia,19584,1997-08-16,14.96
Dzowo  Jessica,19611,1997-03-10,13.77
Castro  Veronica,19615,1997-03-10,14.37
Castro  Veronica,19615,1997-07-22,15.76
Schroeder  Alexandra,19628,1997-03-10,22.54
Schroeder  Alexandra,19628,1997-05-27,20.54
Erdenebat  Robert,19631,1997-03-10,11.77
Gandy  Kaleb,19647,1997-03-10,29.58
Pooley  Prem,19685,1997-03-10,38.29
Hernandez Lopez  Nubci,19687,1997-03-10,74.73
Hernandez Lopez  Nubci,19687,1997-04-04,27.34
Hernandez Lopez  Nubci,19687,1997-09-20,42.47
Reyes  Anh,19700,1997-03-10,26.77
Reyes  Anh,19700,1997-11-07,15.99
Reyes  Anh,19700,1997-12-02,13.99
Bowman  Justin,19714,1997-03-10,23.54
Bowman  Justin,19714,1997-11-07,31.97
Bowman  Justin,19714,1998-02-17,41.97
Auyeung  Dominique,19730,1997-03-10,31
Valdo  Alexander,19751,1997-03-10,24.98
Valdo  Alexander,19751,1997-03-12,55.08
Valdo  Alexander,19751,1997-07-29,9.97
Valdo  Alexander,19755,1997-03-10,33.76
Wheeler  Megan,4066,1997-03-11,15.36
Wheeler  Megan,4066,1997-10-09,42.48
Wheeler  Megan,4066,1997-12-08,32.47
Wheeler  Megan,4066,1998-01-20,39.86
Wheeler  Megan,4066,1998-02-26,59.55
Wheeler  Megan,4066,1998-03-06,63.95
Wheeler  Megan,4066,1998-03-27,63.48
Wheeler  Megan,4066,1998-06-22,39.46
Kimeu  Mark,17724,1997-03-11,49.87
Kimeu  Mark,17724,1997-03-28,35.71
Kimeu  Mark,17724,1997-04-08,22.54
Kimeu  Mark,17724,1997-04-08,13.97
Shell  Kendra,17950,1997-03-11,9.58
Bock  Adaylia,19593,1997-03-11,27.97
Gandy  Kaleb,19670,1997-03-11,49.37
Burch  Angela,19775,1997-03-11,11.77
Burch  Angela,19775,1997-06-25,26.14
Clouse  Antonette,19778,1997-03-11,20.75
Clouse  Antonette,19778,1998-05-28,24.98
Dolores  Dominique,19792,1997-03-11,75.09
Garcia Castorena  Shaughnessy,19805,1997-03-11,41.35
Garcia Castorena  Shaughnessy,19805,1997-03-21,70.82
Garcia Castorena  Shaughnessy,19805,1997-04-23,35.31
Garcia Castorena  Shaughnessy,19805,1997-04-25,33.17
Garcia Castorena  Shaughnessy,19805,1997-06-18,31.86
Garcia Castorena  Shaughnessy,19805,1997-07-04,29.6
Garcia Castorena  Shaughnessy,19805,1997-08-07,28.74
Garcia Castorena  Shaughnessy,19805,1997-11-18,13.99
Garcia Castorena  Shaughnessy,19805,1997-11-18,35.98
Deherrera  Destiny,19817,1997-03-11,34.14
Kahle  Paige,19830,1997-03-11,16.36
Kahle  Paige,19830,1997-03-21,11.77
Kahle  Paige,19830,1997-04-15,44.51
Kahle  Paige,19830,1997-05-07,11.77
Kahle  Paige,19830,1997-05-15,25.74
Kahle  Paige,19830,1997-05-19,36.36
Kahle  Paige,19830,1997-06-02,28.76
Kahle  Paige,19830,1997-06-17,40.49
Kahle  Paige,19830,1997-07-01,26.73
Kahle  Paige,19830,1997-07-11,33.51
Kahle  Paige,19830,1997-07-25,41.5
Kahle  Paige,19830,1997-08-21,29.33
Cabral  Jonathan,19841,1997-03-11,25.73
Agwa  Mia,19859,1997-03-11,50.47
Henson  Stephanie,19873,1997-03-11,11.77
Henson  Stephanie,19873,1997-04-07,14.96
Thao  Khaleb,19878,1997-03-11,13.97
Thao  Khaleb,19878,1997-03-22,13.97
No  Akira,19880,1997-03-11,29.75
Burton  Sara,19885,1997-03-11,33.74
Burton  Sara,19885,1997-09-23,11.49
Burton  Sara,19885,1997-11-11,77.44
Crumpton  Eliana,19888,1997-03-11,41.97
Crumpton  Eliana,19888,1997-03-11,25.6
Crumpton  Eliana,19888,1997-07-17,38.97
Crumpton  Eliana,19888,1997-11-12,23.48
Vincenty  Luke,19892,1997-03-11,14.96
Vincenty  Luke,19892,1997-03-17,14.96
Vincenty  Luke,19892,1997-05-26,84.97
Vincenty  Luke,19892,1998-06-07,11.49
Vincenty  Luke,19892,1998-06-22,38.97
Bertaud  Shaneise,19894,1997-03-11,40.3
Bertaud  Shaneise,19894,1997-09-04,15.36
Bertaud  Shaneise,19894,1997-09-05,35.95
Bertaud  Shaneise,19894,1997-11-05,47.47
Gross  Sarah,19902,1997-03-11,14.96
Lee  Kanique,19914,1997-03-11,46.08
Lee  Kanique,19914,1997-03-14,19.99
Lee  Kanique,19914,1997-03-20,15.36
Lee  Kanique,19914,1997-03-21,77
Lee  Kanique,19914,1998-04-08,15.49
Beardslee  Serena,19924,1997-03-11,14.96
Reyes  Mary,19938,1997-03-11,21.76
Graham  Cyra,19954,1997-03-11,43.89
Gaddis  Kelly,19970,1997-03-11,14.37
Gaddis  Kelly,19970,1997-03-11,9.77
Murray  Nicholas,19988,1997-03-11,29.33
Tafoya  Brian,20004,1997-03-11,8.77
Roach  Kenneth,20015,1997-03-11,6.77
Williamson  Erin,20037,1997-03-11,70.87
Thao  Fahrraan,10235,1997-03-12,22.77
Thao  Fahrraan,10235,1997-05-13,22.77
Valdo  Alexander,19757,1997-03-12,14.37
Hager  Natasha,20055,1997-03-12,14.37
Nadiadi  Andre,20072,1997-03-12,5.98
Blalock  Joshua,20096,1997-03-12,32.97
Williams  Ashley,20104,1997-03-12,29.73
Williams  Ashley,20104,1997-03-24,60.25
Johnson  Kirsten,20111,1997-03-12,44.71
Johnson  Kirsten,20111,1997-03-13,66.66
Johnson  Kirsten,20111,1997-04-18,44.88
Johnson  Kirsten,20111,1997-05-15,44.88
Johnson  Kirsten,20111,1997-06-12,60.84
